Index; CenterX; CenterY; CenterZ; NormalX; NormalY; NormalZ; RMS; Horiz_ext; Vert_ext; Surf_ext; Surface; Dip dir.; Dip; Family ind.; Subfamily ind.; 
1173;111.526;93.4419;88.8022;0.777604;0.611561;-0.146032;0.0396445;0.374803;0.322056;0.120707;0.0678122;231;81;0;0;
995;127.167;78.5142;90.4561;0.917699;0.395262;0.0399567;0.0252589;0.241313;0.323264;0.0780076;0.0621066;66;87;0;0;
1519;101.939;106.981;87.4735;0.90428;0.246107;-0.348869;0.0257319;0.406555;0.384948;0.156503;0.135158;254;69;0;0;
352;133.646;74.1644;91.1677;0.971291;-0.0584739;-0.230595;0.0438596;0.194121;0.211072;0.0409734;0.0301806;273;76;0;0;
1405;106.045;103.958;90.7727;0.824544;-0.143622;-0.547266;0.0283482;0.345547;0.480883;0.166167;0.1327;279;56;0;0;
961;110.912;91.5541;85.4192;-0.0830611;-0.0574836;0.994885;0.0321519;0.326022;0.310516;0.101235;0.0615418;235;5;0;0;
289;103.715;111.338;93.3669;0.783396;0.528286;-0.32742;0.031611;0.261182;0.293023;0.0765323;0.0435533;236;70;0;0;
1747;98.634;116.438;88.7162;0.578179;0.647298;-0.496704;0.0261007;0.533249;0.433096;0.230948;0.146388;221;60;0;0;
288;130.893;75.6024;89.746;0.69168;0.351238;0.631039;0.0142866;0.545848;0.182662;0.0997054;0.0670015;63;50;0;0;
623;103.389;103.354;85.2002;-0.0562694;-0.172405;0.983418;0.0336045;0.582231;0.68567;0.399218;0.172169;198;10;0;0;
146;106.016;105.993;93.5259;0.231837;0.764197;0.601876;0.0345822;0.171793;0.218706;0.0375722;0.0297642;16;52;0;0;
591;109.128;98.7317;89.2533;0.304591;0.877633;-0.370115;0.0194403;0.321212;0.219648;0.0705535;0.0624793;199;68;0;0;
938;107.659;101.298;90.6071;0.832978;0.412316;0.368975;0.0186936;0.396704;0.206733;0.0820115;0.0685335;63;68;0;0;
396;107.949;100.762;90.0627;0.812885;0.299572;0.499474;0.0106792;0.269847;0.153639;0.0414591;0.0336181;69;60;0;0;
457;124.547;80.6255;90.7693;-0.265258;-0.217886;0.939236;0.0219744;0.366822;0.45202;0.165811;0.109567;230;20;0;0;
287;122.289;81.5636;86.4543;-0.0702195;-0.668766;0.74015;0.0168751;0.142819;0.275999;0.0394179;0.0312657;185;42;0;0;
375;131.787;74.5291;89.4753;-0.149521;-0.214375;0.965239;0.0153372;0.312932;0.167199;0.052322;0.029469;214;15;0;0;
851;103.191;108.287;92.2729;0.957856;0.183921;0.220645;0.018507;0.349812;0.296718;0.103796;0.0804731;79;77;0;0;
223;112.806;93.892;92.1129;-0.0641812;-0.33877;0.938678;0.00617129;0.311191;0.174898;0.0544266;0.0470601;190;20;0;0;
284;113.553;92.2157;89.2063;-0.526222;-0.266895;0.807377;0.028322;0.185985;0.262617;0.0488428;0.0314523;243;36;0;0;
104;100.543;115.692;92.2321;-0.119322;0.0245459;0.992552;0.0190416;0.149659;0.180919;0.0270762;0.0206056;281;6;0;0;
1451;117.116;86.8508;91.1245;-0.0939264;0.977642;-0.18813;0.0364808;0.636386;0.56172;0.357471;0.188727;174;79;0;0;
282;100.875;109.411;87.0921;0.00890516;0.999693;-0.0231065;0.00691305;0.212074;0.313255;0.0664333;0.0474937;180;88;0;0;
1899;104.06;106.93;91.8055;0.6673;0.5508;-0.501328;0.0446045;1.28124;1.14054;1.46131;0.887799;230;59;0;0;
381;103.22;103.544;85.0273;-0.216662;0.655175;0.723742;0.031546;0.211879;0.322603;0.0683527;0.0387048;341;43;0;0;
371;123.511;81.1441;89.003;0.975944;0.21761;0.0133503;0.0282403;0.239404;0.188837;0.0452082;0.0244894;77;89;0;0;
280;105.471;104.428;90.0818;0.641441;0.638664;-0.425043;0.0490355;0.535069;0.474964;0.254138;0.0559918;225;64;0;0;
998;128.258;77.5366;90.796;0.117706;0.100613;0.987938;0.02795;0.595357;0.244676;0.14567;0.0433528;49;8;0;0;
1903;126.508;77.5817;88.2445;0.746902;0.432165;0.505343;0.0339314;0.776897;0.434775;0.337775;0.282511;59;59;0;0;
218;110.106;100.657;93.8647;-0.143648;0.271856;0.951556;0.0219529;0.396347;0.361187;0.143156;0.0235415;332;17;0;0;
822;124.095;80.0801;89.6324;0.583626;0.437249;-0.684246;0.0266572;0.352828;0.300177;0.105911;0.0590036;233;46;0;0;
278;131.826;74.1071;88.0051;0.38505;0.696173;-0.605872;0.0196786;0.167239;0.307259;0.0513856;0.0321682;208;52;0;0;
109;122.553;83.4361;91.557;0.880085;-0.00178342;-0.474814;0.0203653;0.190069;0.21836;0.0415035;0.0235836;270;61;0;0;
1351;99.731;110.839;84.9359;0.650194;0.264771;-0.712141;0.0261131;0.713051;0.460278;0.328202;0.146123;247;44;0;0;
1232;115.424;87.1227;85.6734;0.860545;0.310578;-0.403737;0.0374527;0.452647;0.558872;0.252972;0.138055;250;66;0;0;
98;111.914;93.0345;90.4082;0.641486;-0.759508;-0.107908;0.0104817;0.0857703;0.431766;0.0370327;0.0189553;319;83;0;0;
485;133.665;73.9543;91.2338;0.761553;0.534804;-0.36609;0.0253612;0.270661;0.194365;0.0526071;0.0339077;234;68;0;0;
1734;102.361;112.303;92.203;-0.439991;0.0560485;0.896251;0.0380341;1.803;1.25124;2.25598;0.817228;277;26;0;0;
119;110.371;100.814;93.9926;0.0441451;0.849023;0.526509;0.0140078;0.238767;0.443548;0.105905;0.0532306;2;58;0;0;
165;131.079;75.4609;90.4521;-0.14064;0.0273069;0.989684;0.0317504;0.211971;0.199181;0.0422206;0.0299379;280;8;0;0;
1433;103.149;107.173;91.0136;0.658885;0.741033;-0.129383;0.036936;0.454093;0.40934;0.185879;0.141971;221;82;0;0;
269;105.124;103.553;88.4076;0.985142;0.171734;-0.00137239;0.0312789;0.345274;0.302101;0.104308;0.0259325;260;89;0;0;
1774;100.062;111.286;89.3291;0.929445;-0.282463;-0.237374;0.0385235;0.994335;0.883741;0.878734;0.715107;286;76;0;0;
275;111.31;98.3003;93.365;0.981505;-0.0618326;-0.181175;0.0162076;0.378422;0.344608;0.130407;0.0750058;273;79;0;0;
330;115.343;89.3988;88.6657;0.114566;0.990781;0.0723013;0.0359878;0.34391;0.38771;0.133337;0.00881555;6;85;0;0;
32;99.957;116.389;92.4264;0.02272;-0.0276056;0.999361;0.0165848;0.206099;0.300293;0.0618902;0.0272106;140;2;0;0;
210;123.679;80.6463;89.4452;0.674737;-0.623652;-0.394701;0.0117531;0.283134;0.191398;0.0541912;0.0426526;312;66;0;0;
274;117.312;86.8138;89.201;0.261466;-0.682629;0.682387;0.0242054;0.234763;0.252388;0.0592513;0.0341415;159;46;0;0;
972;109.499;98.935;89.6122;-0.356253;-0.284615;0.889988;0.0378564;0.389909;0.254419;0.0992002;0.0636248;231;27;0;0;
831;115.775;87.6513;87.3233;0.996287;0.073022;-0.0456008;0.00847108;0.372588;0.363086;0.135282;0.110979;265;87;0;0;
697;102.977;109.092;91.438;-0.221809;0.975088;0.00192196;0.0504391;0.338984;0.401025;0.135941;0.0368982;347;89;0;0;
950;125.367;79.7303;90.105;-0.576571;0.753046;0.316999;0.0162145;0.410134;0.295642;0.121253;0.103677;322;71;0;0;
714;99.5401;115.328;90.0957;0.317141;0.869485;-0.378704;0.0387415;0.410289;0.296817;0.121781;0.0909676;200;67;0;0;
2014;99.4941;116.084;91.2085;0.921232;0.295524;0.252976;0.0367725;3.44357;1.7915;6.16917;3.79395;72;75;0;0;
1015;133.963;72.2206;89.6628;0.871801;0.417872;0.255628;0.0227066;0.323712;0.212939;0.0689308;0.062559;64;75;0;0;
2048;110.302;96.7175;90.8723;0.95464;0.198373;0.222062;0.062745;8.74563;4.61722;40.3806;16.6503;78;77;0;0;
54;114.758;92.3718;92.9689;0.0620136;0.520198;0.851791;0.0267002;0.205878;0.281473;0.0579493;0.014132;6;31;0;0;
252;103.259;105.637;87.8546;-0.178991;-0.172953;0.96853;0.0216468;0.485241;0.280393;0.136058;0.041239;225;14;0;0;
872;125.019;78.9501;87.051;0.330852;0.848097;0.413847;0.0288882;0.226217;0.382713;0.0865762;0.0603348;21;65;0;0;
39;117.033;87.0672;91.2929;-0.0341437;-0.334416;0.941807;0.0198292;0.341213;0.294139;0.100364;0.0613527;185;19;0;0;
234;135.081;72.0884;90.3056;-0.257383;0.867809;-0.425044;0.0144453;0.272136;0.251057;0.0683218;0.0510289;163;64;0;0;
266;100.153;110.874;85.6775;0.0252034;0.999603;-0.0125741;0.00953519;0.235226;0.243176;0.0572012;0.0438427;181;89;0;0;
588;102.412;106.375;87.7552;0.306568;0.938592;0.158304;0.025892;0.297961;0.244306;0.0727937;0.0640252;18;80;0;0;
194;111.693;92.4779;88.0608;0.348867;0.880243;-0.321657;0.0321795;0.218967;0.249386;0.0546071;0.0344016;201;71;0;0;
680;108.348;98.9507;88.0469;-0.161006;0.890642;-0.425246;0.0240643;0.391625;0.314718;0.123252;0.0858757;169;64;0;0;
1417;115.716;87.5261;88.5235;0.0372431;0.998122;0.0486393;0.0281084;0.366428;0.467533;0.171317;0.155535;2;87;0;0;
263;123.987;80.5156;89.7357;0.261358;0.965241;0.0014104;0.0264386;0.255077;0.262985;0.0670816;0.0175308;15;89;0;0;
1842;110.832;94.0901;91.2932;0.848084;0.429103;-0.310843;0.0522515;1.19492;0.945497;1.12979;0.651503;243;71;0;0;
261;122.136;82.118;89.7006;0.16502;0.524796;0.835079;0.0315457;0.2775;0.258822;0.071823;0.0325677;17;33;0;0;
941;106.828;101.348;90.6379;0.863919;0.44457;-0.236645;0.0294756;0.265026;0.283483;0.0751305;0.0593502;242;76;0;0;
259;105.682;103.84;89.3575;-0.292743;-0.16492;0.941861;0.0108924;0.386708;0.314245;0.121521;0.0713413;240;19;0;0;
711;130.285;76.0195;89.3528;0.457292;0.889288;0.00711126;0.0344323;0.261985;0.383196;0.100392;0.0528813;27;89;0;0;
232;117.092;86.6932;89.1286;0.290221;0.949273;0.121051;0.0297981;0.231376;0.111392;0.0257734;0.0226926;16;83;0;0;
256;102.525;110.935;91.7497;0.839155;0.505736;0.200124;0.032932;0.266254;0.144837;0.0385635;0.0303226;58;78;0;0;
476;105.899;106.221;93.701;0.702689;0.558906;-0.440286;0.0483452;0.610285;1.05133;0.641613;0.091133;231;63;0;0;
1636;132.354;74.9036;90.6751;0.857695;0.237299;-0.456122;0.0424216;1.01302;0.974232;0.986914;0.583601;254;62;0;0;
1512;133.686;72.7347;89.8614;0.132936;0.917651;0.374493;0.0391171;0.427359;0.470353;0.20101;0.128611;8;68;0;0;
253;122.43;83.0331;91.3197;-0.153493;-0.645238;0.748404;0.0125707;0.215871;0.205607;0.0443846;0.0316389;193;41;0;0;
1068;100.057;110.705;86.5543;0.313836;0.947116;-0.0669248;0.0281271;0.365289;0.545902;0.199412;0.127406;198;86;0;0;
694;116.253;86.6801;87.7178;-0.735362;0.618117;0.277801;0.0165652;0.229689;0.416671;0.0957049;0.0715119;310;73;0;0;
377;107.243;99.2257;86.695;0.994834;0.0990318;0.0223056;0.00985188;0.263678;0.257022;0.0677709;0.0396964;84;88;0;0;
963;126.927;77.2226;86.3511;0.799614;0.600285;0.0165562;0.0284731;0.286021;0.462489;0.132282;0.0767691;53;89;0;0;
325;126.207;78.353;87.3968;0.442112;-0.766195;0.46635;0.0116167;0.193868;0.274315;0.0531809;0.0386314;150;62;0;0;
33;123.837;80.8926;89.1353;-0.0197917;0.98376;0.178395;0.0235249;0.272121;0.280693;0.0763825;0.0263683;358;79;0;0;
105;117.673;90.1317;92.4234;0.243632;0.93453;-0.259417;0.0210123;0.201596;0.180029;0.0362931;0.0235954;194;74;0;0;
1420;109.951;98.4038;89.9689;0.620936;0.565236;-0.54309;0.0301824;0.601134;0.697073;0.419034;0.203607;227;57;0;0;
243;100.598;112.617;90.4741;0.00177986;-0.0810648;0.996707;0.0229276;0.476664;0.48698;0.232126;0.0873637;178;4;0;0;
496;112.189;96.6278;93.1432;0.778501;-0.214158;-0.589977;0.0329532;0.61098;0.441205;0.269567;0.0583845;285;53;0;0;
1812;110.188;97.8458;89.9027;0.925418;0.377505;-0.0330294;0.03481;0.774655;0.433487;0.335803;0.309043;247;88;0;0;
23;107.494;105.231;94.0016;0.3287;-0.0217591;0.944184;0.0249627;0.654658;1.04204;0.682183;0.357163;93;19;0;0;
771;111.911;92.0449;87.618;0.774613;0.473991;0.418697;0.025938;0.331865;0.248811;0.0825718;0.0668665;58;65;0;0;
238;110.448;100.62;94.0552;-0.0238143;0.995109;-0.0958741;0.0274516;0.567492;0.434427;0.246534;0.1519;178;84;0;0;
1739;119.925;84.4903;89.2086;-0.499523;-0.500328;0.707212;0.0246313;0.513389;0.424324;0.217843;0.133521;224;44;0;0;
861;105.508;103.47;89.0542;0.942973;0.224239;-0.246004;0.0218721;0.414614;0.382497;0.158589;0.107213;256;75;0;0;
1810;129.429;75.2855;86.8617;0.903143;0.427482;-0.0398919;0.040303;0.8297;1.16575;0.96722;0.465619;244;87;0;0;
734;110.488;92.2614;85.1479;-0.532604;-0.435114;0.725953;0.0259626;0.37108;0.29181;0.108285;0.0686334;230;43;0;0;
1166;105.076;100.38;85.0574;0.056452;0.805209;-0.590298;0.0181505;0.321624;0.260192;0.083684;0.0717601;184;53;0;0;
237;98.9873;115.265;87.9375;0.536608;0.190533;0.82204;0.017053;0.266919;0.205145;0.0547571;0.0412219;70;34;0;0;
87;131.267;75.4479;90.6482;-0.0519393;-0.495374;0.867126;0.00452752;0.193845;0.123803;0.0239986;0.0171688;185;29;0;0;
15;128.411;77.0358;89.2327;0.409386;0.0771018;0.909098;0.038618;0.405768;0.460406;0.186818;0.00379541;79;24;0;0;
158;130.123;75.5892;87.5713;0.00577024;0.989049;0.147475;0.0198181;1.08295;0.456953;0.494857;0.0571146;0;81;0;0;
258;116.06;87.4257;87.7924;-0.606431;-0.0294834;0.794589;0.0149333;0.323317;0.131501;0.0425165;0.030146;267;37;0;0;
129;97.1082;112.743;84.6887;0.636455;-0.338083;-0.693271;0.0178616;0.519797;0.403975;0.209985;0.0498805;297;46;0;0;
810;102.031;109.977;91.4399;-0.669743;0.0791876;0.738359;0.0360216;0.22115;0.519724;0.114937;0.068599;276;42;0;0;
663;130.631;74.6332;86.7855;0.138661;0.930832;-0.338119;0.029231;0.316261;0.368205;0.116449;0.0731963;188;70;0;0;
66;111.793;91.3517;85.472;-0.00531885;0.994529;-0.104326;0.0160957;0.198946;0.152644;0.0303678;0.017417;179;84;0;0;
231;107.439;101.527;91.1992;0.879411;0.310191;0.361135;0.0319157;0.303066;0.356657;0.10809;0.0155046;70;68;0;0;
60;111.482;93.0899;90.1666;-0.379165;-0.055204;0.923681;0.0296489;0.365045;0.778546;0.284204;0.00406899;261;22;0;0;
228;111.163;98.864;93.6196;0.98152;0.128477;-0.141816;0.0246456;0.349446;0.214708;0.0750289;0.0359115;262;81;0;0;
227;115.848;87.7378;87.57;-0.333124;-0.377139;0.864173;0.00901223;0.273355;0.238505;0.0651965;0.0344457;221;30;0;0;
225;99.7106;115.148;90.1359;0.986867;0.161073;-0.0122233;0.0174272;0.403294;0.239047;0.0964062;0.054234;260;89;0;0;
4;131.433;74.0989;86.5296;-0.00170994;0.999982;-0.00575212;0.00715841;0.526977;0.179088;0.0943751;0.0318743;179;89;0;0;
1607;122.374;82.7875;90.9204;0.987566;0.142847;-0.0656291;0.0410038;0.449569;0.616815;0.277301;0.114379;261;86;0;0;
338;133.059;73.1195;89.914;0.640628;0.555994;0.529591;0.00626147;0.243112;0.268491;0.0652732;0.0360945;49;58;0;0;
794;107.529;102.893;92.8912;-0.200765;0.0232622;0.979363;0.0302604;0.663715;0.426794;0.28327;0.0865708;276;11;0;0;
1427;134.501;71.8263;89.5503;0.0075123;0.999848;0.0157446;0.0331249;0.462227;0.445635;0.205985;0.202037;0;89;0;0;
9;133.745;71.6573;86.3365;0.0136177;0.272356;0.9621;0.00640014;0.210073;0.0703413;0.0147768;0.00845726;2;15;0;0;
112;111.757;91.4759;85.5135;0.243426;0.108046;0.963883;0.0319267;0.308153;0.199068;0.0613434;0.0392908;66;15;0;0;
177;98.8995;115.265;87.2487;0.910085;-0.317737;-0.266061;0.0175377;0.266632;0.183008;0.0487957;0.0390631;289;74;0;0;
251;105.756;106.045;93.3186;0.998303;0.0428049;0.0394729;0.0287115;0.311014;0.238108;0.074055;0.0441164;87;87;0;0;
102;99.5812;112.15;86.3152;-0.609334;0.786361;-0.101729;0.0171193;0.170094;0.306078;0.0520618;0.0279471;142;84;0;0;
408;100.406;110.568;88.8225;0.217946;0.555198;-0.802654;0.0309089;0.215376;0.272516;0.0586934;0.0289984;201;36;0;0;
649;107.892;97.6972;85.2586;-0.609692;-0.282327;0.740653;0.0332998;0.348645;0.284685;0.0992541;0.0722976;245;42;0;0;
1250;107.559;96.0587;85.0827;0.801375;0.0689859;-0.594171;0.0233331;0.501162;0.368995;0.184926;0.128029;265;53;0;0;
1042;113.739;91.6608;90.0126;0.768339;0.639528;0.025671;0.0347168;0.387703;0.292134;0.113261;0.0644237;50;88;0;0;
1124;125.587;79.8187;90.3904;-0.539651;0.83567;-0.10214;0.0344967;0.313771;0.338241;0.10613;0.0710795;147;84;0;0;
367;127.195;78.9732;90.9428;-0.481534;-0.188093;0.856006;0.0159921;0.357362;0.403604;0.144233;0.0806192;248;31;0;0;
184;114.224;88.8045;85.46;-0.0362604;0.376021;0.925901;0.0331229;0.252413;0.302061;0.0762443;0.0484988;354;22;0;0;
209;107.622;101.492;91.1265;-0.21292;-0.185524;0.959294;0.0194593;0.197032;0.306267;0.0603443;0.0359732;228;16;0;0;
1978;98.9328;113.241;85.882;0.970425;0.232764;-0.0640086;0.0710111;3.5257;1.73308;6.11034;2.93895;256;86;0;0;
583;103.568;103.213;85.0991;-0.176742;0.738556;-0.650613;0.019827;0.332121;0.280689;0.093223;0.0689928;166;49;0;0;
2066;132.869;73.896;89.5422;0.913413;0.253021;0.318837;0.0666125;2.52396;2.81646;7.10862;2.75169;74;71;0;0;
59;113.144;92.2245;89.3507;0.60368;-0.718013;0.34645;0.0305451;0.348099;0.278484;0.0969402;0.0115612;139;69;0;0;
213;135.54;70.9488;86.7181;0.986379;-0.0361095;0.160478;0.0193712;0.238908;0.209749;0.0501107;0.0286789;92;80;0;0;
208;97.8411;112.083;84.6433;-0.00665194;0.999053;0.0429992;0.0173119;0.361991;0.243275;0.0880631;0.0458284;359;87;0;0;
462;111.383;98.7913;93.6503;0.408907;-0.676648;0.612326;0.0214098;0.3669;0.388021;0.142365;0.0562078;148;52;0;0;
207;103.206;102.718;84.9903;-0.112314;0.560468;0.820525;0.0183107;0.242559;0.268242;0.0650646;0.0487053;348;34;0;0;
93;113.548;91.8931;89.3921;-0.242533;-0.334817;0.910536;0.0194504;0.199881;0.222557;0.0444851;0.0233245;215;24;0;0;
1608;122.715;82.6793;90.9961;0.131716;0.967597;-0.215422;0.0358304;0.567031;0.643284;0.364762;0.116169;187;77;0;0;
490;113.436;92.1854;89.3708;0.0778611;0.525812;0.847029;0.0338526;0.440142;0.287077;0.126355;0.100368;8;32;0;0;
50;112.373;96.22;92.9675;0.612712;-0.0312893;0.789686;0.0283009;0.176096;0.179314;0.0315765;0.0185533;92;37;0;0;
229;116.585;86.8863;88.0176;0.729674;-0.682501;0.0420477;0.0338962;0.196462;0.18675;0.0366892;0.0259022;133;87;0;0;
292;104.017;110.982;93.5654;-0.199855;-0.655098;0.728632;0.0263655;0.25973;0.344462;0.0894671;0.0455195;196;43;0;0;
1490;132.613;75.2398;90.9441;-0.529116;-0.0291185;0.84805;0.0121741;0.598033;0.656344;0.392516;0.222789;266;31;0;0;
1159;100.826;111.379;90.4535;0.89931;-0.401737;-0.172768;0.0376129;0.499098;0.487332;0.243226;0.162552;294;80;0;0;
1030;118.106;86.7922;89.6985;-0.239011;0.75656;0.608679;0.00721016;0.521259;0.489329;0.255067;0.142133;342;52;0;0;
327;121.703;83.4668;91.813;0.0937733;0.936768;0.337153;0.0272847;0.371453;0.372441;0.138344;0.0253894;5;70;0;0;
1631;97.681;114.419;84.7945;-0.503228;0.25833;0.824637;0.0396204;1.0913;0.875796;0.955761;0.338773;297;34;0;0;
233;113.535;92.0549;89.7277;0.209434;0.687925;0.694907;0.0221731;0.326145;0.144415;0.0471002;0.0306597;16;45;0;0;
202;112.521;94.2507;92.4451;0.979383;-0.0883777;-0.181655;0.0232181;0.344352;0.311145;0.107144;0.0377161;275;79;0;0;
867;116.074;87.9542;89.2462;0.307688;0.829009;-0.466982;0.0304392;0.391263;0.540559;0.211501;0.06063;200;62;0;0;
600;126.236;79.4561;90.6288;-0.115171;-0.313915;0.94244;0.00461843;0.460396;0.266796;0.122832;0.0973055;200;19;0;0;
1318;119.425;82.8477;85.5996;-0.0861114;-0.0377406;0.99557;0.00891952;0.622179;0.586367;0.364825;0.242642;246;5;0;0;
1122;131.727;73.9989;86.7128;0.853154;0.485707;-0.19031;0.0489726;0.415198;0.513248;0.2131;0.114599;240;79;0;0;
320;130.53;75.8293;89.4492;-0.176159;-0.416201;0.892045;0.00567867;0.279601;0.244745;0.0684308;0.0450474;202;26;0;0;
38;103.09;108.674;91.3984;-0.605757;-0.411408;0.68103;0.0234421;0.480636;0.314388;0.151106;0.0156646;235;47;0;0;
1596;114.007;91.2341;89.9002;0.340843;0.925663;-0.164237;0.0343923;0.337554;0.456601;0.154127;0.119012;200;80;0;0;
488;134.276;73.4971;91.209;0.475677;0.85269;-0.215988;0.0390013;0.403196;0.29261;0.117979;0.0155773;209;77;0;0;
363;121.802;82.0954;87.0711;-0.23343;0.0878493;0.968397;0.0293533;0.2167;0.297941;0.0645639;0.0266917;290;14;0;0;
125;137.055;71.6789;91.1049;-0.0316265;0.165307;0.985735;0.0219192;0.379109;0.318955;0.120919;0.0102199;349;9;0;0;
191;110.726;91.7577;85.2547;-0.372563;0.834063;0.406861;0.0248971;0.197461;0.278946;0.0550809;0.0410645;335;65;0;0;
433;113.965;90.6308;86.4924;0.165678;0.982439;-0.0858206;0.0199117;0.214318;0.201243;0.04313;0.0295285;189;85;0;0;
1275;119.328;86.4939;91.5755;0.00701281;-0.694894;0.719078;0.0366906;0.695164;0.359348;0.249806;0.159866;179;44;0;0;
255;102.075;110.78;91.8209;0.883894;0.321036;-0.3401;0.0281663;0.888274;0.82322;0.731245;0.299938;250;70;0;0;
605;110.807;100.017;93.9607;0.954364;0.146289;0.260363;0.0461685;0.386133;0.569898;0.220056;0.0621098;81;74;0;0;
121;102.083;109.698;91.2505;0.871045;0.480019;0.104228;0.031283;0.191907;0.196781;0.0377635;0.0167932;61;84;0;0;
196;123.044;81.879;90.2911;0.00544371;-0.103181;0.994648;0.0301221;0.297537;0.227372;0.0676517;0.0137229;176;5;0;0;
168;112.765;92.2976;89.3359;0.0425432;-0.575809;0.816476;0.0315309;0.319208;0.3953;0.126183;0.0154153;175;35;0;0;
373;127.479;76.246;86.0639;-0.160273;-0.704401;0.691471;0.0293559;0.290241;0.24249;0.0703805;0.0435609;192;46;0;0;
189;107.489;101.738;90.5789;0.135475;-0.0279057;0.990388;0.0293457;0.204085;0.210344;0.0429281;0.0251647;101;7;0;0;
185;117.832;85.6348;88.5057;0.0231109;0.587148;0.80915;0.01377;0.18619;0.208405;0.038803;0.0278784;2;35;0;0;
460;107.969;104.647;93.7955;0.441839;-0.74177;-0.504535;0.030999;0.245146;0.304616;0.0746754;0.029581;329;59;0;0;
884;101.335;109.733;89.1071;0.159133;0.831729;-0.531887;0.0284986;0.362199;0.314242;0.113818;0.0694068;190;57;0;0;
2067;109.167;97.9412;87.9346;-0.350007;-0.485384;0.801185;0.0401968;1.71808;1.56423;2.68748;1.31517;215;36;0;0;
183;130.277;76.0147;88.1548;-0.394994;-0.399536;0.827255;0.0363118;0.270895;0.420638;0.113949;0.0566839;224;34;0;0;
1400;128.815;76.9495;89.8462;-0.0751113;0.78383;-0.616416;0.0324836;0.525363;0.574367;0.301751;0.259267;174;51;0;0;
164;126.64;77.5826;86.113;0.227771;0.973378;-0.0256195;0.0279536;0.219947;0.315693;0.069436;0.0324257;193;88;0;0;
181;122.358;81.5205;89.2283;0.438148;0.859875;-0.261994;0.031183;0.191501;0.246329;0.0471724;0.0330746;207;74;0;0;
704;127.442;76.548;86.3258;0.0842215;0.994913;0.0552681;0.0356144;0.410049;0.527952;0.216486;0.0890535;4;86;0;0;
179;100.109;110.782;85.4615;0.187389;0.957723;-0.218292;0.0178351;0.278648;0.217807;0.0606917;0.0339784;191;77;0;0;
176;133.588;73.1432;89.5345;0.256254;0.905156;0.339155;0.0437691;0.489622;0.457798;0.224148;0.0365719;15;70;0;0;
174;128.301;75.7946;86.287;0.733419;0.622473;-0.273173;0.0350443;0.206987;0.338345;0.0700331;0.0389184;229;74;0;0;
347;110.78;100.257;93.8297;0.908332;-0.197566;-0.368647;0.0353317;0.214477;0.162522;0.0348573;0.0285372;282;68;0;0;
940;109.433;98.8348;89.4292;0.307744;0.761483;-0.570472;0.0367937;0.318096;0.399584;0.127106;0.0762208;202;55;0;0;
172;136.271;71.7396;90.5724;0.00664906;0.961493;-0.274747;0.0298335;0.186598;0.224998;0.0419841;0.0374729;180;74;0;0;
1556;127.2;76.6955;86.3024;0.850921;0.505316;0.143493;0.0360433;0.481629;0.547398;0.263643;0.223543;59;81;0;0;
197;107.187;105.781;94.1986;-0.564087;-0.296893;0.770493;0.0178559;0.244751;0.287847;0.0704507;0.0447323;242;39;0;0;
493;112.074;96.4358;93.109;0.998735;0.0465983;-0.0188851;0.0349436;0.40053;0.52991;0.212245;0.0766036;267;88;0;0;
96;128.752;76.9579;89.1751;-0.232911;0.784975;0.574079;0.0036747;0.165064;0.14732;0.0243173;0.0157707;343;54;0;0;
44;124.257;80.9278;90.5095;-0.340134;-0.0157655;0.940245;0.00792351;0.20924;0.121144;0.0253482;0.0184626;267;19;0;0;
587;107.471;99.4586;87.8597;0.799887;0.0941324;0.592723;0.0189817;0.273472;0.246658;0.0674538;0.0620548;83;53;0;0;
214;123.382;81.161;89.0411;0.174292;0.571014;0.802226;0.0267332;0.216449;0.229014;0.04957;0.0312904;16;36;0;0;
1868;100.141;110.958;88.2018;0.648442;0.758599;0.0636488;0.0427544;0.537186;0.889499;0.477826;0.373274;40;86;0;0;
1443;111.82;94.2225;92.022;0.20969;0.822037;-0.52942;0.0488382;0.888812;0.532304;0.473118;0.213571;194;58;0;0;
170;117.559;90.2136;92.3737;0.84748;-0.107047;-0.519921;0.0208973;0.243991;0.227286;0.0554556;0.0390287;277;58;0;0;
1339;106.848;102.117;90.9592;-0.40995;-0.249369;0.877357;0.0256454;1.213;0.72946;0.884836;0.378378;238;28;0;0;
372;123.567;81.0382;88.9685;0.0102066;0.999932;-0.00557663;0.0180571;0.194378;0.251156;0.0488193;0.0393523;180;89;0;0;
1920;120.828;83.6377;87.7165;-0.138915;0.97233;0.187822;0.03432;0.708947;1.18992;0.843593;0.609264;351;79;0;0;
1360;109.149;99.3701;89.8544;0.999283;0.00156919;0.0378206;0.029979;0.417208;0.338781;0.141342;0.135194;89;87;0;0;
1699;120.643;83.8231;86.9143;-0.0085599;0.987457;-0.157654;0.0556751;0.777051;0.865984;0.672914;0.227121;179;80;0;0;
618;99.9806;112.417;89.3421;0.902439;0.0327967;0.429567;0.0222159;0.311237;0.210269;0.0654434;0.060169;87;64;0;0;
137;110.67;100.246;94.2872;0.1752;0.639713;0.74838;0.0186322;0.203986;0.1596;0.0325562;0.0153793;15;41;0;0;
379;98.9423;115.057;88.1777;-0.176119;-0.550099;0.816317;0.0259298;0.335338;0.173359;0.0581337;0.0402891;197;35;0;0;
